"EventNameEnglish","IsGeneralElection","ElectoralDistrictNumber","PollingDate","ResignedMPPName","NameOfCandidates","PoliticalInterestCode","TotalValidBallotsCast","PercentOfTotalValidBallotsCast","Plurality"
"2022 Provincial General Election_10_27_2022",1,68,"2022-Jun-02","Jeff Burch","FRED DAVIES","PCP",15506,0.376286158027567,0
"2022 Provincial General Election_10_27_2022",1,93,"2022-Jun-02","Aris Babikian","RANE VEGA","NBO",292,0.0101969548819668,0
"2022 Provincial General Election_10_27_2022",1,113,"2022-Jun-02","Michael Tibollo","GERRARD FORTIN","ONP",304,0.00845430780354858,0
"2022 Provincial General Election_10_27_2022",1,19,"2022-Jun-02","Marit Stiles","JERRY LEVITAN","LIB",6815,0.192117948862515,0
"2022 Provincial General Election_10_27_2022",1,72,"2022-Jun-02","Vic Fedeli","ERIKA LOUGHEED","NDP",8665,0.282625004077106,0
"2022 Provincial General Election_10_27_2022",1,88,"2022-Jun-02","John Yakabuski","MURRAY REID","COR",325,0.00808699114163431,0
"2022 Provincial General Election_10_27_2022",1,109,"2022-Jun-02","Suze Morrison","KRISTYN WONG-TAM","NDP",15285,0.437702242203832,2465
"2022 Provincial General Election_10_27_2022",1,56,"2022-Jun-02","Paul Calandra","KINGSLEY KWOK","NDP",4137,0.0946183930654347,0
"2022 Provincial General Election_10_27_2022",1,58,"2022-Jun-02","Billy Pang","EMILY LI","LIB",10774,0.304161255716786,0
"2022 Provincial General Election_10_27_2022",1,51,"2022-Jun-02","Randy Hillier","CRAIG TIMOTHY MASSEY ROGERS","IND",213,0.00482064048885368,0
"2022 Provincial General Election_10_27_2022",1,120,"2022-Jun-02","Roman Baber","MICHAEL KERZNER","PCP",12947,0.460288680318544,3963
"2022 Provincial General Election_10_27_2022",1,79,"2022-Jun-02","John Fraser","LARRY WASSLEN","COM",109,0.00269135802469135,0
"2022 Provincial General Election_10_27_2022",1,69,"2022-Jun-02","Wayne Gates","ASHLEY WATERS","LIB",4239,0.0842006991895757,0
"2022 Provincial General Election_10_27_2022",1,11,"2022-Jun-02","Prabmeet Singh Sarkaria","ANDRIA BARRETT","NDP",5475,0.191420180406965,0
"2022 Provincial General Election_10_27_2022",1,36,"2022-Jun-02","Andrea Horwath","BRAD PEACE","ONP",451,0.0154732905616358,0
"2022 Provincial General Election_10_27_2022",1,90,"2022-Jun-02","Jennie Stevens","MICHAEL GODDARD","ONP",613,0.0142108679525223,0
"2022 Provincial General Election_10_27_2022",1,60,"2022-Jun-02","Natalia Kusendova","NATALIA KUSENDOVA","PCP",14719,0.436015166775283,2459
"2022 Provincial General Election_10_27_2022",1,102,"2022-Jun-02","Jim McDonell","NOLAN QUINN","PCP",20766,0.575012460541618,14308
"2022 Provincial General Election_10_27_2022",1,84,"2022-Jun-02","Norm Miller","DANIEL PREDIE JR.","IND",155,0.00347861214596705,0
"2022 Provincial General Election_10_27_2022",1,28,"2022-Jun-02","Kinga Surma","RICHARD M. KIERNICKI","NAP",198,0.00436594562413177,0
"2022 Provincial General Election_10_27_2022",1,27,"2022-Jun-02","Taras Natyshak","DANIELLE SYLVESTER","NBO",1293,0.0265067650676507,0
"2022 Provincial General Election_10_27_2022",1,122,"2022-Jun-02","Faisal Hassan","JAMES MICHAEL FIELDS","IND",209,0.00686777076761303,0
"2022 Provincial General Election_10_27_2022",1,49,"2022-Jun-02","Amy Fee","JOHN TEAT","NBO",1436,0.0416280148423006,0
"2022 Provincial General Election_10_27_2022",1,111,"2022-Jun-02","Jill Andrew","IAN LIPTON","GPO",2302,0.0545769221650584,0
"2022 Provincial General Election_10_27_2022",1,31,"2022-Jun-02","Donna Skelly","MARIO PORTAK","GPO",2392,0.0544242451821346,0
"2022 Provincial General Election_10_27_2022",1,20,"2022-Jun-02","Michael Coteau","SAM MOINI","PCP",9038,0.321911953269697,0
"2022 Provincial General Election_10_27_2022",1,89,"2022-Jun-02","Daisy Wai","OLGA RYKOVA","MOD",107,0.00347447720483179,0
"2022 Provincial General Election_10_27_2022",1,124,"2022-Jun-02","Guy Bourgouin","GUY BOURGOUIN","NDP",3423,0.471812543073742,829
"2022 Provincial General Election_10_27_2022",1,15,"2022-Jun-02","Jane McKenna","ALLISON MCKENZIE","NBO",1310,0.0249428789032749,0
"2022 Provincial General Election_10_27_2022",1,50,"2022-Jun-02","Monte McNaughton","DAVID BARNWELL","NBO",2701,0.0637043326493549,0
"2022 Provincial General Election_10_27_2022",1,119,"2022-Jun-02","Lisa Gretzky","LINDA L MCCURDY","LIB",4159,0.130983875031494,0
"2022 Provincial General Election_10_27_2022",1,120,"2022-Jun-02","Roman Baber","ALISON LOWNEY","GPO",799,0.028405858930603,0
"2022 Provincial General Election_10_27_2022",1,10,"2022-Jun-02","Kevin Yarde","JERRY FUSSEK","NBO",610,0.0203164029975021,0
"2022 Provincial General Election_10_27_2022",1,45,"2022-Jun-02","Stephen Lecce","REN GUIDOLIN","GPO",1104,0.0269946450839915,0
"2022 Provincial General Election_10_27_2022",1,80,"2022-Jun-02","Lucille Collard","LUCILLE COLLARD","LIB",16132,0.417138572130427,6106
"2022 Provincial General Election_10_27_2022",1,100,"2022-Jun-02","Jill Dunlop","AARON MACDONALD","ONP",1119,0.0241867502431644,0
"2022 Provincial General Election_10_27_2022",1,70,"2022-Jun-02","Sam Oosterhoff","STEFANOS KARATOPIS","LTN",259,0.00619676524069288,0
"2022 Provincial General Election_10_27_2022",1,105,"2022-Jun-02","Judith Monteith-Farrell","DAN CRIGER","ONP",248,0.00932400932400932,0
"2022 Provincial General Election_10_27_2022",1,84,"2022-Jun-02","Norm Miller","BRAD WADDELL","PPR",126,0.00282777503478612,0
"2022 Provincial General Election_10_27_2022",1,95,"2022-Jun-02","Mitzie Hunter","OPA HOPE DAY","NBO",366,0.0126429237624788,0
"2022 Provincial General Election_10_27_2022",1,40,"2022-Jun-02","Daryl Kramp","CHRISTINA WILSON","GPO",1732,0.0453593128011733,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","SAM KAPLUN","IND",216,0.00550206327372764,0
"2022 Provincial General Election_10_27_2022",1,13,"2022-Jun-02","Will Bouma","KARLEIGH CSORDAS","GPO",3174,0.067599514408025,0
"2022 Provincial General Election_10_27_2022",1,116,"2022-Jun-02","Lorne Coe","CHRISTOPHER RINELLA","IND",168,0.0036439354502863,0
"2022 Provincial General Election_10_27_2022",1,9,"2022-Jun-02","Gurratan Singh","GURRATAN SINGH","NDP",9017,0.310545529687285,0
"2022 Provincial General Election_10_27_2022",1,98,"2022-Jun-02","Doly Begum","JAMES MCNAIR","NAP",114,0.00322708486667044,0
"2022 Provincial General Election_10_27_2022",1,12,"2022-Jun-02","Amarjot Sandhu","RIMMY JHAJJ","LIB",8089,0.262323258528992,0
"2022 Provincial General Election_10_27_2022",1,99,"2022-Jun-02","Jim Wilson","ALLAN KUHN","GPO",4742,0.0896645615096623,0
"2022 Provincial General Election_10_27_2022",1,24,"2022-Jun-02","Lindsey Park","CHRIS BORGIA","NDP",9168,0.185888077858881,0
"2022 Provincial General Election_10_27_2022",1,3,"2022-Jun-02","Michael Parsa","KEVIN ZHENG","GPO",1268,0.0389446850333241,0
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","JACOB JOEL GINSBERG","IND",261,0.00756039626904582,0
"2022 Provincial General Election_10_27_2022",1,21,"2022-Jun-02","Vincent Ke","JONATHAN TSAO","LIB",11685,0.368286686838124,0
"2022 Provincial General Election_10_27_2022",1,35,"2022-Jun-02","Laurie Scott","DON MCBEY","LIB",6590,0.13469321015411,0
"2022 Provincial General Election_10_27_2022",1,74,"2022-Jun-02","Stephen Crawford","STEPHEN KENNETH CRAWFORD","NAP",846,0.0181665915093732,0
"2022 Provincial General Election_10_27_2022",1,72,"2022-Jun-02","Vic Fedeli","GIACOMO VEZINA","NAP",97,0.00316383443687008,0
"2022 Provincial General Election_10_27_2022",1,44,"2022-Jun-02","Greg Rickford","RICHARD A. JONASSON","CNS",98,0.00610249704215704,0
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","JOEL LOUGHEAD","NAP",230,0.00550094472746406,0
"2022 Provincial General Election_10_27_2022",1,73,"2022-Jun-02","David Piccini","KIM MCARTHUR-JACKSON","NDP",6806,0.131210117406643,0
"2022 Provincial General Election_10_27_2022",1,57,"2022-Jun-02","Logan Kanapathi","MATTHEW HENRIQUES","NDP",2597,0.0904909578730966,0
"2022 Provincial General Election_10_27_2022",1,124,"2022-Jun-02","Guy Bourgouin","CATHERINE JONES","GPO",141,0.0194348725017229,0
"2022 Provincial General Election_10_27_2022",1,63,"2022-Jun-02","Rudy Cuzzetto","DAVID ZENI","GPO",2160,0.0503613896013057,0
"2022 Provincial General Election_10_27_2022",1,115,"2022-Jun-02","Ted Arnott","STEPHEN KITRAS","NBO",2548,0.0514820277615016,0
"2022 Provincial General Election_10_27_2022",1,77,"2022-Jun-02","Jennifer French","JENNIFER FRENCH","NDP",17170,0.420740522923865,747
"2022 Provincial General Election_10_27_2022",1,2,"2022-Jun-02","Michael Mantha","TIM VINE","LIB",2133,0.0870647781542104,0
"2022 Provincial General Election_10_27_2022",1,4,"2022-Jun-02","Andrea Khanjin","BENJAMIN HUGHES","IND",147,0.00405271283634759,0
"2022 Provincial General Election_10_27_2022",1,54,"2022-Jun-02","Terence Devin Kernaghan","KATE GRAHAM","LIB",9013,0.209191133805269,0
"2022 Provincial General Election_10_27_2022",1,55,"2022-Jun-02","Peggy Sattler","COLLEEN MCCAULEY","GPO",1713,0.0343410448658835,0
"2022 Provincial General Election_10_27_2022",1,106,"2022-Jun-02","Michael Gravelle","LISE VAUGEOIS","NDP",8404,0.341154501907932,800
"2022 Provincial General Election_10_27_2022",1,111,"2022-Jun-02","Jill Andrew","ZOË ALEXANDRA","PPR",138,0.00327177031224068,0
"2022 Provincial General Election_10_27_2022",1,23,"2022-Jun-02","Sylvia Jones","ANDREA BANYAI","NBO",2280,0.0494287510568647,0
"2022 Provincial General Election_10_27_2022",1,24,"2022-Jun-02","Lindsey Park","GRANVILLE ANDERSON","LIB",12276,0.248905109489051,0
"2022 Provincial General Election_10_27_2022",1,32,"2022-Jun-02","Amanda Simard","STÉPHANE SARRAZIN","PCP",18661,0.420463250867469,1132
"2022 Provincial General Election_10_27_2022",1,33,"2022-Jun-02","Mike Schreiner","MIKE SCHREINER","GPO",29752,0.544529448369267,18603
"2022 Provincial General Election_10_27_2022",1,84,"2022-Jun-02","Norm Miller","GRAYDON SMITH","PCP",20216,0.453700794470129,2114
"2022 Provincial General Election_10_27_2022",1,106,"2022-Jun-02","Michael Gravelle","SHELBY CH'NG","LIB",6966,0.282779897702363,0
"2022 Provincial General Election_10_27_2022",1,53,"2022-Jun-02","Teresa J. Armstrong","ZACK RAMSEY","GPO",1200,0.0350262697022767,0
"2022 Provincial General Election_10_27_2022",1,65,"2022-Jun-02","Nina Tangri","LEN LITTLE","NAP",209,0.00550159256626918,0
"2022 Provincial General Election_10_27_2022",1,117,"2022-Jun-02","Stan Cho","JOANNE CSILLAG","NBO",392,0.0124117404933034,0
"2022 Provincial General Election_10_27_2022",1,20,"2022-Jun-02","Michael Coteau","WAYNE SIMMONS","FRE",156,0.00555634705798546,0
"2022 Provincial General Election_10_27_2022",1,76,"2022-Jun-02","Stephen Blais","STEPHEN BLAIS","LIB",23982,0.462624664827639,7056
"2022 Provincial General Election_10_27_2022",1,86,"2022-Jun-02","Dave Smith","GREG DEMPSEY","LIB",15998,0.305462738433926,0
"2022 Provincial General Election_10_27_2022",1,42,"2022-Jun-02","Lisa Thompson","BRUCE EISEN","OAL",77,0.00164207114219909,0
"2022 Provincial General Election_10_27_2022",1,36,"2022-Jun-02","Andrea Horwath","SANDY CRAWLEY","GPO",2554,0.0876247984355165,0
"2022 Provincial General Election_10_27_2022",1,107,"2022-Jun-02","John Vanthof","BILL FOY","PCP",8024,0.352254269283112,0
"2022 Provincial General Election_10_27_2022",1,41,"2022-Jun-02","Tom Rakocevic","KNIA SINGH","IND",110,0.00476644423260247,0
"2022 Provincial General Election_10_27_2022",1,41,"2022-Jun-02","Tom Rakocevic","LEE MIGUEL GONZALEZ","ONP",357,0.0154692781003553,0
"2022 Provincial General Election_10_27_2022",1,112,"2022-Jun-02","Jessica Bell","ANDREA BARRACK","LIB",10172,0.273580592237971,0
"2022 Provincial General Election_10_27_2022",1,74,"2022-Jun-02","Stephen Crawford","ALICIA BEDFORD","ONP",497,0.0106723356739462,0
"2022 Provincial General Election_10_27_2022",1,27,"2022-Jun-02","Taras Natyshak","ANTHONY LEARDI","PCP",24926,0.510988109881099,11133
"2022 Provincial General Election_10_27_2022",1,98,"2022-Jun-02","Doly Begum","CARA BRIDEAU","GPO",1251,0.0354130102474098,0
"2022 Provincial General Election_10_27_2022",1,66,"2022-Jun-02","Lisa MacLeod","BRYAN EMMERSON","ONP",370,0.00848293096728339,0
"2022 Provincial General Election_10_27_2022",1,32,"2022-Jun-02","Amanda Simard","STÉPHANE AUBRY","ONP",809,0.0182281104952458,0
"2022 Provincial General Election_10_27_2022",1,103,"2022-Jun-02","Jamie West","ADRIEN BERTHIER","LTN",504,0.0171370282216933,0
"2022 Provincial General Election_10_27_2022",1,76,"2022-Jun-02","Stephen Blais","VINCE CLEMENTS","ONP",442,0.00852639904319141,0
"2022 Provincial General Election_10_27_2022",1,72,"2022-Jun-02","Vic Fedeli","MICHELLE LASHBROOK","LTN",315,0.0102743077073616,0
"2022 Provincial General Election_10_27_2022",1,73,"2022-Jun-02","David Piccini","JEFF KAWZENUK","LIB",12936,0.249387904609512,0
"2022 Provincial General Election_10_27_2022",1,67,"2022-Jun-02","Christine Elliott","CAROLINA RODRIGUEZ","GPO",2332,0.0561616453531778,0
"2022 Provincial General Election_10_27_2022",1,69,"2022-Jun-02","Wayne Gates","WAYNE GATES","NDP",24207,0.480831876688384,5865
"2022 Provincial General Election_10_27_2022",1,92,"2022-Jun-02","Ross Romano","ROSS ROMANO","PCP",12606,0.468903436988543,2577
"2022 Provincial General Election_10_27_2022",1,46,"2022-Jun-02","Ian Arthur","ZACHARY TYPHAIR","GPO",1601,0.0328416993169091,0
"2022 Provincial General Election_10_27_2022",1,62,"2022-Jun-02","Sheref Sabawy","CHARLES WROBLEWSKI","NBO",978,0.0262656103128777,0
"2022 Provincial General Election_10_27_2022",1,82,"2022-Jun-02","Ernie Hardeman","LINDSAY WILSON","NDP",9504,0.214435594864737,0
"2022 Provincial General Election_10_27_2022",1,26,"2022-Jun-02","Jeff Yurek","MALICHI MALÉ","CNS",197,0.004498641273321,0
"2022 Provincial General Election_10_27_2022",1,30,"2022-Jun-02","Doug Ford","DOUG FORD","PCP",13934,0.555073098832809,8050
"2022 Provincial General Election_10_27_2022",1,51,"2022-Jun-02","Randy Hillier","MARLENE SPRUYT","GPO",2982,0.0674889668439516,0
"2022 Provincial General Election_10_27_2022",1,78,"2022-Jun-02","Joel Harden","KATIE GIBBS","LIB",12596,0.22581165629874,0
"2022 Provincial General Election_10_27_2022",1,37,"2022-Jun-02","Paul Miller","NEIL LUMSDEN","PCP",12166,0.345959165102656,2552
"2022 Provincial General Election_10_27_2022",1,90,"2022-Jun-02","Jennie Stevens","J. JUSTIN O'DONNELL","OAL",31,0.00071865727002967,0
"2022 Provincial General Election_10_27_2022",1,122,"2022-Jun-02","Faisal Hassan","TOM HIPSZ","NBO",345,0.0113367507886435,0
"2022 Provincial General Election_10_27_2022",1,97,"2022-Jun-02","Vijay Thanigasalam","MATTHEW OLIVER","FRE",139,0.00393633892161304,0
"2022 Provincial General Election_10_27_2022",1,98,"2022-Jun-02","Doly Begum","BARBARA EVERATT","ONP",320,0.0090584838362679,0
"2022 Provincial General Election_10_27_2022",1,16,"2022-Jun-02","Belinda Karahalios","SUREKHA SHENOY","LIB",8155,0.206974442273039,0
"2022 Provincial General Election_10_27_2022",1,40,"2022-Jun-02","Daryl Kramp","RIC BRESEE","PCP",18156,0.475487115021999,10898
"2022 Provincial General Election_10_27_2022",1,111,"2022-Jun-02","Jill Andrew","JILL ANDREW","NDP",15292,0.362550084165106,1092
"2022 Provincial General Election_10_27_2022",1,113,"2022-Jun-02","Michael Tibollo","LUCA MELE","NBO",802,0.022303798876467,0
"2022 Provincial General Election_10_27_2022",1,7,"2022-Jun-02","Rima Berns-McGown","JOE RING","NAP",111,0.00273076166109033,0
"2022 Provincial General Election_10_27_2022",1,81,"2022-Jun-02","Jeremy Roberts","STEVEN WARREN","GPO",1475,0.0352752666571005,0
"2022 Provincial General Election_10_27_2022",1,81,"2022-Jun-02","Jeremy Roberts","VILTEAU DELVAS","ONP",649,0.0155211173291242,0
"2022 Provincial General Election_10_27_2022",1,84,"2022-Jun-02","Norm Miller","ERIN HORVATH","NDP",3427,0.0769109924143813,0
"2022 Provincial General Election_10_27_2022",1,94,"2022-Jun-02","Christina Mitas","KOSTADINOS STEFANIS","IND",196,0.00615017728827387,0
"2022 Provincial General Election_10_27_2022",1,68,"2022-Jun-02","Jeff Burch","GARY DUMELIE","NBO",1148,0.0278586682197632,0
"2022 Provincial General Election_10_27_2022",1,50,"2022-Jun-02","Monte McNaughton","AARON ISTVAN VEGH","ONP",727,0.0171466308167645,0
"2022 Provincial General Election_10_27_2022",1,59,"2022-Jun-02","Parm Gill","JOHN SPINA","NBO",1579,0.0405631052996635,0
"2022 Provincial General Election_10_27_2022",1,120,"2022-Jun-02","Roman Baber","SHELLEY BROWN","LIB",8984,0.319397042093288,0
"2022 Provincial General Election_10_27_2022",1,20,"2022-Jun-02","Michael Coteau","SVETLOZAR ALEKSIEV","MOD",85,0.00302749679441515,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","NATASHA DOYLE-MERRICK","NDP",3801,0.0968210301085129,0
"2022 Provincial General Election_10_27_2022",1,94,"2022-Jun-02","Christina Mitas","SERGE KOROVITSYN","LTN",392,0.0123003545765477,0
"2022 Provincial General Election_10_27_2022",1,61,"2022-Jun-02","Kaleed Rasheed","JAMES HEA","GPO",1345,0.039759962161523,0
"2022 Provincial General Election_10_27_2022",1,70,"2022-Jun-02","Sam Oosterhoff","DAN DALE","ONP",2207,0.0528040960857498,0
"2022 Provincial General Election_10_27_2022",1,19,"2022-Jun-02","Marit Stiles","JACK COPPLE","COM",326,0.00919008823612324,0
"2022 Provincial General Election_10_27_2022",1,28,"2022-Jun-02","Kinga Surma","KINGA SURMA","PCP",22035,0.485876827412846,6592
"2022 Provincial General Election_10_27_2022",1,80,"2022-Jun-02","Lucille Collard","MICHAEL PASTIEN","NBO",400,0.0103431334522794,0
"2022 Provincial General Election_10_27_2022",1,88,"2022-Jun-02","John Yakabuski","OLIVER A. JACOB","LIB",3928,0.0977406190902757,0
"2022 Provincial General Election_10_27_2022",1,8,"2022-Jun-02","Sara Singh","SAFDAR HUSSAIN","LIB",6119,0.250132853697421,0
"2022 Provincial General Election_10_27_2022",1,60,"2022-Jun-02","Natalia Kusendova","GREG VEZINA","NAP",288,0.00853131109662894,0
"2022 Provincial General Election_10_27_2022",1,121,"2022-Jun-02","Caroline Mulroney","FRANCO COLAVECCHIA","MOD",153,0.00417713224855301,0
"2022 Provincial General Election_10_27_2022",1,7,"2022-Jun-02","Rima Berns-McGown","DREW GARVIE","COM",120,0.0029521747687463,0
"2022 Provincial General Election_10_27_2022",1,55,"2022-Jun-02","Peggy Sattler","JACQUES Y BOUDREAU","LTN",434,0.00870053325849003,0
"2022 Provincial General Election_10_27_2022",1,115,"2022-Jun-02","Ted Arnott","RON PATAVA","CNS",250,0.00505121936435455,0
"2022 Provincial General Election_10_27_2022",1,85,"2022-Jun-02","Randy Pettapiece","BOB HOSKEN","NBO",2457,0.0590667596220881,0
"2022 Provincial General Election_10_27_2022",1,29,"2022-Jun-02","Christine Hogarth","LEE FAIRCLOUGH","LIB",17136,0.357253054246758,0
"2022 Provincial General Election_10_27_2022",1,100,"2022-Jun-02","Jill Dunlop","MARK DOURIS","NBO",1438,0.0310818113044418,0
"2022 Provincial General Election_10_27_2022",1,114,"2022-Jun-02","Catherine Fife","VLADIMIR VOZNYUK","NBO",1178,0.0262232313788344,0
"2022 Provincial General Election_10_27_2022",1,36,"2022-Jun-02","Andrea Horwath","NATHALIE XIAN YI YAN","IND",145,0.0049747829965348,0
"2022 Provincial General Election_10_27_2022",1,15,"2022-Jun-02","Jane McKenna","ANDREW DRUMMOND","NDP",9262,0.176351865955826,0
"2022 Provincial General Election_10_27_2022",1,24,"2022-Jun-02","Lindsey Park","TODD MCCARTHY","PCP",22614,0.458515815085158,10338
"2022 Provincial General Election_10_27_2022",1,39,"2022-Jun-02","Sandy Shaw","SHUBHA SANDILL","LIB",8184,0.181797987426972,0
"2022 Provincial General Election_10_27_2022",1,110,"2022-Jun-02","Peter Tabuns","MARCELO LEVY","GPO",2513,0.0608121188655503,0
"2022 Provincial General Election_10_27_2022",1,108,"2022-Jun-02","Gilles Bisson","ELIZABETH LOCKHARD","GPO",323,0.0223730691972016,0
"2022 Provincial General Election_10_27_2022",1,13,"2022-Jun-02","Will Bouma","LESLIE BORY","CCP",490,0.0104359678827764,0
